word,weight
jalan raya,-4
jalan setapak,-4
jalan tikus,-4
jalan tol,-4
jalanan,-4
jalang,-4
jalu,-4
jalur,-4
jamah,-5
jambak,-5
jambret,-5
jangan,-3
jangan senang,-2
jangann,-3
janggal,-4
jangkit,-5
jantung hati,-3
jarah,-4
jarang pembeli,-2
jaras,-5
jariji,-4
jarum,-4
jaruman,-5
jatohnya,-1
jatuh,-3
jauhin,-3
jawatan,-3
jealous,-3
jebeh,-5
jeblok,-5
jedot,-4
jejap,-4
jelabak,-3
jelata,-5
jelek,-5
jelingah,-3
jelma,-3
jelukan,-3
jelus,-2
jemari,-4
jembalang,-4
jembel,-5
jenaka,-3
jenazah,-4
jendala,-5
jendera,-4
jenewer,-4
jengkang,-5
jengkel,-4
jentaka,-5
jepit,-4
jeput,-3
jera,-3
jeran,-3
jerat semata,-3
jerawat,-3
jereket,-3
jerepet,-3
jeri,-3
jeriji,-4
jeringing,-4
jerit,-3
jeritan,-5
jerum,-4
jigong,-4
jihat,-4
jiji,-4
jijik,-5
jilat,-3
jilatan,-3
jilid,-5
jin,-3
jleb,-3
jobak,-3
jolak,-3
jompo,-3
jones,-3
jongkok,-5
jorok,-5
jorong,-3
jotos,-5
jual murah,-3
judes,-4
junior,-4
junjung,-2
junjungan,-2
jurik,-4
juru damai,-3
jutek,-5
jutekin,-5
juwita,-4
kabar angin,-2
kabar burung,-5
kabeh,-2
kabil,-4
kabin,-3
kabinet,-3
kabur,-2
kabut,-2
kacang botor,-3
kacangan,-4
kacek,-4
kacip,-3
kacrek,-3
kacuk,-4
kada,-3
kadam,-3
kadang,-2
kafetaria,-4
kafilah,-4
kagak,-3
kaidah,-4
kakas,-3
kaki ayam,-3
kalah,-4
kalang tanah,-2
kalang-kabut,-4
kalimantang,-3
kalimat,-3
kalor,-4
kalut,-3
kambing hitam,-3
kambuh,-4
kampit,-1
kampret,-5
kampungan,-5
kanak-kanak anyir,-3
kandas,-5
kandut,-3
kanji,-3
kantong kering,-4
kantong perut,-5
kantong tipis,-4
kanun,-3
kapah,-2
kapal,-3
kapok,-3
kapuk,-3
karangan,-4
karavan,-4
kardinal,-4
karin,-2
karu,-5
karut,-5
kasam,-3
kasemat,-3
kasep,-4
kasian,-3
kasiku,-4
kasim,-4
kasip,-5
kata-,-4
kata-kata,-4
kaus,-4
kawaei,-2
kayangan,-5
kayanya,-2
ke belakang,-5
keaiban,-5
keanehan,-4
keasingan,-4
kebabaran,-2
kebaca,-1
kebalik,-3
kebangunan,-5
kebas,-3
kebat,-3
kebejatan,-5
kebentok,-4
kebimbangan,-4
kebingungan,-3
kebirahan,-3
kebiri,-4
kebisuan,-4
kebo,-4
kebobrokan,-4
kebodohan,-3
keburu,-3
keburukan,-5
kebusukan,-5
kecabuhan,-3
kecabulan,-5
kecaman,-5
kecamuk,-4
kecantol,-3
kecapan,-4
kecapekan,-3
kecek,-3
kecelakaan,-5
kecemasan,-4
keceriaan,-1
kecerobohan,-5
kecewa,-4
kecil hati,-4
kecintaan,-3
kecipir,-3
kecoa,-3
kecut,-4
kedai minuman,-4
kedaifan,-3
kedaluwarsa,-3
kedapatan,-2
kedengkian,-5
keder,-4
kedinginan,-3
kedukaan,-4
kedung,-3
kedut,-4
kegaduhan,-3
keganjilan,-4
kegedean,-2
kegegeran,-3
kegelisahan,-4
kegemparan,-4
kegeruhan,-4
kehampaan,-3
keheningan,-4
kehilangan,-4
kehinaan keaiban,-4
kehuru-haraan,-4
keinget,-2
kejam,-4
kejangkitan,-4
kejar,-3
kejedot,-4
kejelekan,-5
kejepit,-4
kejernihan,-3
keji,-5
kejorokan,-5
kekacauan,-4
kekang,-4
kekecewaan,-3
kekecohan,-5
kekejian,-5
kekeramatan,-5
kekerasan,-4
kekhawatiran,-4
kekosongan,-3
kekotoran,-5
kekurangan,-3
kekusutan,-4
keladi,-3
kelainan,-4
kelakar,-4
kelam,-4
kelam kabut,-4
kelambanan,-4
kelamin,-3
kelangkan,-3
kelasah-kelusuh,-5
kelatahan,-5
kelati,-3
kelebihan,-3
kelelahan,-3
kelemahan,-4
kelembaman,-3
kelengangan,-4
kelengar,-4
kelesa,-4
kelesah,-5
kelesuan,-5
keletah,-3
keletihan,-3
kelimut,-3
keling,-3
kelipar,-4
kelir,-3
kelok,-2
kelompang,-3
kelompok,-5
keloyoan,-3
kelu,-3
keluarkan,-3
kelucahan,-5
keluhan,-3
kelusuh-kelasah,-5
kemakmuran,-3
kemaknagandaan,-3
kemalangan,-5
kemaluan,-3
kemamang,-4
kemandang,-3
kemasukan,-3
kemasygulan,-3
kematian,-5
kemayu,-3
kemban,-5
kembung,-3
kemerosotan,-5
kemesuman,-5
kemik,-3
kempa,-3
kempes,-4
kemunduran,-5
kemuraman,-5
kemurkaan,-5
kemurungan,-5
kenahasan,-2
kenapaaa,-3
kenapasih,-3
kencing,-3
kendati,-3
kendatipun,-3
kenes,-3
kenestapaan,-3
kenistaan,-5
kentut,-2
kenyataannya,-2
kenyih,-4
keok,-2
keonaran,-5
kepala angin,-3
kepala batu,-3
kepala udang,-3
kepalan,-5
kepalang,-3
kepanikan,-4
keparat,-5
kepayahan,-3
kepedihan,-5
kepelikan,-4
kepenatan,-4
kepencet,-2
kepeng,-2
keperihan,-5
kepetangan,-3
kepialu,-4
kepincangan,-4
kepindahan,-3
kepinding,-5
kepompong,-5
keputusasaan,-5
kera,-3
kerabit,-3
kerabu,-5
kerai,-4
kerajaan,-3
kerak,-2
kerakal,-3
keramat,-3
keran,-4
keras kepala,-4
kerasukan,-5
kerat,-1
kerawanan,-4
kerbau,-3
kerdak,-4
kerekau,-3
keremus,-4
kerepotan,-3
kereseng,-4
keretakan,-4
keri,-4
keributan,-5
kerik,-3
kerikil,-3
keris,-4
kerising,-4
keriuhan,-3
kerjain,-3
kernyih,-4
kerok,-3
keropok,-3
keropos,-3
kerosek,-3
kerubut,-3
kerugian,-5
keruh,-4
kerumit,-5
kerumitan,-5
kerusuhan,-5
kerut,-2
kerut merut,-3
keruwetan,-4
kesahihan,-3
kesal,-2
kesalahan,-5
kesambet,-3
kesayuan,-2
kesebalikan,-2
kesedihan,-5
kesejukan,-3
kesel,-5
keseleo,-3
kesendirian,-4
kesenduan,-2
kesengsaraan,-5
kesenjangan,-4
kesentuhan,-3
kesenyapan,-4
kesepian,-4
keseser,-4
keset,-4
kesetanan,-3
kesi,-3
kesialan,-5
kesian,-3
kesiannya,-4
kesibukan,-3
kesomplok,-4
kesudahan,-3
kesukaran,-4
kesulitan,-5
kesumat,-4
kesunyian,-3
kesuraman,-5
kesurupan,-5
kesusahan,-5
kesusupan,-2
ketahuan,-5
ketaksaan,-5
ketakutan,-4
ketar,-3
ketat,-3
ketauan,-4
ketelanjuran,-5
keteledoran,-4
ketenangan,-4
keterkaitan,-3
keterlibatan,-3
ketewasan,-3
ke-tidakjelasan,-5
ketidaktentuan,-5
ketiduran,-3
ketimpangan,-4
ketinggalan,-3
ketinggian,-2
ketuat,-4
ketul,-3
ketulahan,-4
ketularan,-4
ketumbukan,-4
ketupat bangkahulu,-5
ketupat bengkulu,-5
ketus,-4
kewalahan,-3
kgk,-3
khabis,-3
khafi,-5
khalifatullah,-4
khalwat,-3
kharab,-5
khasi,-4
khatimah,-3
khianat,-4
khilaf,-4
khinzir,-4
khisit,-5
kial,-4
kiamat,-3
kicauan,-4
kicik,-3
kidib,-3
kikis,-5
kilah,-4
kilang,-3
kincit,-5
kirai,-3
kisi,-3
kisikan,-3
kisi-kisi,-4
kisruh,-3
kobar,-2
kobaran,-3
kocar-kacir,-5
kocok,-3
kodok,-2
kohor,-3
koit,-5
kojor,-3
kolaps,-5
kolera,-4
kolesterol,-1
kolot,-5
komat-kamit,-3
kompleksitas,-4
komplikasi,-3
kompor,-4
konflik,-2
kongkalikong,-4
kongkong,-3
konglomerasi,-4
konkretisasi,-3
konkurensi,-4
konotasi,-3
konsekuensi,-3
konsistensi,-3
konspirasi,-2
kontaminasi,-4
kontol,-5
kontradiksi,-3
kontroversi,-4
konveks,-3
konyol,-3
koplo,-3
kopong,-4
kopyor,-4
korban,-4
korup,-5
korupsi,-4
kosong,-4
kot,-1
koteng,-3
kotor,-5
kotoran,-5
koyak,-3
koyak-koyak,-5
krg,-2
krisis,-4
krista,-4
kritik,-5
kritikan,-5
kritis,-5
kroco,-4
kromatis,-3
kronis,-5
kronologi,-1
kualat,-4
kubang,-3
kucar-kacir,-5
kufur,-5
kukul,-3
kukur,-3
kulak,-3
kumandang,-3
kumat,-4
kumuh,-4
kunarpa,-4
kungkungan,-3
kuno,-5
kuota,-2
kurang,-3
kurang adat,-5
kurang ajar,-5
kurang cocok,-3
kurang darah,-4
kurang pikiran,-3
kurang sopan,-2
kurbal,-3
kurban,-3
kurung,-3
kurungan,-4
kurusuhan,-4
kusut,-4
kusut hati,-5
kusut pikiran,-4
kutil,-4
kutu busuk,-4
kutu loncat,-4
kutuk,-5
kutut,-3
kuwur,-4
kuyu,-5
kuyup,-3
kzl,-5
labil,-2
laboratorium,-3
labrak,-4
labuda,-3
lacur,-5
ladah,-5
ladang,-4
lahang,-3
lahir kembali,-3
laif,-5
laik,-5
lajat,-5
laknat,-5
lalai,-4
lalat hijau,-5
lalat kerbau,-4
lali,-4
lalim,-5
lalu dr dunia,-5
laluan,-4
lama datangnya,-2
lama masak,-2
lama nunggu,-2
lama ordernya,-2
lama pelayanannya,-2
lambat datangnya,-2
lambat ordernya,-2
lambat pelayanannya,-2
lambat-lambat,-4
lancang,-5
lancang mulut,-4
lancip,-4
lancut,-4
landasan (pesawat udara),-4
langah,-3
langau,-4
langis,-5
langkan,-3
langkap,-3
langking,-4
langsai,-3
langsuir,-4
lanjut umur,-3
lanjut usia,-3
lantaran,-4
lanyak,-3
lap,-5
lap kaki,-2
lapang hati,-1
laporan,-5
laporin,-3
lapuk,-5
lara,-5
larat,-3
larat hati,-3
lari-lari,-2
lasat,-5
lata,-5
laten,-5
latihan,-2
latisan,-4
lau,-2
laur,-4
layon,-4
layu,-4
layuh,-3
ldr,-2
leave,-3
lebar mulut,-4
lebay,-4
lebu,-3
lebur,-5
leburan,-3
lecap,-4
leceh,-5
lecet,-4
ledak,-4
ledekan,-5
ledes,-3
leduk,-4
legalisasi,-3
lekap,-3
lekat,-3
lekukan,-3
lela,-4
lelembut,-4
leler,-4
lelucon,-4
lelung,-3
lemau,-4
lembaga,-3
lembam,-4
lembap,-4
lembek,-2
lembeng,-4
lembu,-3
lembu hutan,-3
lembu liar,-3
lembung,-3
lemes,-3
lemot,-5
lencana,-3
lendeh,-3
lengah,-4
lengang,-4
lengas,-4
lenggana,-4
lengket-lengket,-3
lengkur,-3
lenguh,-4
lenyap,-5
lenyap daratan,-4
lepas,-2
lepas tangan,-3
lepasan,-3
lepaskan,-2
lepra,-5
lerak,-4
lesap,-3
lesit,-1
lesu,-4
leta,-5
letup,-3
letus,-4
lever,-2
lewat,-2
lewat batas,-4
leyu,-4
liang,-3
liang jimak,-4
liang sanggama,-4
lieur,-3
lilit,-3
lindap,-3
linggis,-4
lingkar,-3
lingkup,-5
linguis,-3
lintah darat,-3
lintar,-3
lintasan,-4
lipat dua,-3
liplap,-3
lirih,-3
lisong,-3
lisut,-4
liwa,-3
loakan,-4
lock,-2
loksek,-4
loloh,-3
lombong,-3
londang,-3
loneng,-3
longgok,-3
lopak,-4
lopak-lapik,-4
lorong,-4
lost,-3
lot,-5
lotong,-4
luak,-3
lubang jarum,-5
lubuk,-3
lucah,-5
lucunya,-2
lucut,-3
luda,-3
ludes,-5
luka,-5
luluh lantak,-5
lumat,-4
lumut,-3
luncas,-3
lungkang,-4
lungse,-4
lupa,-3
lupa daratan,-3
lupa diri,-3
luput,-3
lusuh,-5
lutu,-4
lutut,-2
luyu,-1
mabok,-4
macem,-2
macis,-4
madani,-4
madat,-3
mafia,-5
mager,-4
maghrib,-2
mahal,-3
maherat,-4
mahh,-3
mahkamah,-3
maho,-4
main kayu,-3
main mata,-5
main muda,-3
main tangan,-5
mainin,-2
mainstream,-3
mairat,-5
majikan,-3
makan bawang,-5
makelar,-3
makhluk halus,-4
maki,-5
makian,-5
makmum,-3
maksa,-5
maksudnya,-1
mala,-5
malak,-4
malang,-5
malapateka,-3
malapetaka,-5
malas,-4
malem,-1
males,-4
malesin,-4
malu,-3
malu mata,-4
mam,-5
mamah,-4
mamang,-4
mambang,-4
mampus,-5
manasuka,-4
maneh,-3
mangau,-4
manggak,-5
mangkas,-2
mangkel,-4
mangkir,-3
manifestasi,-3
manipulator,-4
manjaan,-3
mansukh,-4
mantannya,-3
manuver,-3
mara,-4
marah,-5
marahin,-4
mariyuana,-3
maruk,-3
masa bodoh,-4
masai,-4
mata betung,-3
mata ikan,-4
mata keranjang,-4
mata-mata,-3
matanya,-2
mati pucuk,-5
matiin,-2
maula,-4
maunya,-1
mayat,-4
mayit,-4
mbeling,-2
mblo,-3
meh,-5
melabrak,-5
melahap,-5
melaknat,-5
melaksanakan,-3
melalah,-4
melalak,-3
melalap,-4
melampau,-4
melandai,-3
melanggar,-5
melankoli,-5
melankolis,-2
melantak,-4
melar,-2
melarang,-3
melarat,-4
melawat,-4
melayang,-3
meledak,-4
meleja,-5
melekat,-4
melelah,-3
melelapkan,-3
melemah,-3
melembung,-3
melempem,-2
melenceng,-3
melenyapkan,-5
melepas,-5
melepaskan,-5
melepek,-4
melesap,-3
meleset,-3
melesit,-1
melet,-3
meleting,-3
melibas,-4
meligih,-4
melindap,-3
melindur,-3
melingkupi,-3
melintang,-4
meliputi,-3
meloloh,-3
meloya,-4
melubangi,-3
melukat,-4
melulu,-3
meluluhlantakkan,-4
melumangkan,-5
melumatkan,-4
melumur,-4
melunyah,-3
melupai diri,-3
melupakanmu,-3
memacak,-4
memadatkan,-3
memakan,-4
memaki,-5
memaku,-3
memalak,-4
memaling,-5
memamah,-4
memampat,-3
memanaskan,-4
memanas-manasi,-3
memanggang,-4
memangku,-3
memangnya,-2
memantak,-4
memantang,-4
memapas,-5
memarahi,-5
memarak,-3
memarap,-3
memasak,-3
mematung,-3
mematut-matut,-3
membabar,-1
membabat,-4
membabi buta,-4
membahana,-3
membaik,-3
membajak,-5
membakar,-4
membalik belakang,-5
membandel,-5
membanding,-3
membandingkan,-3
membandungi,-1
membangunkan,-4
membanjiri,-3
membantai,-4
membantar,-4
membanting,-4
membasmi,-5
membatasi,-3
membawa berat,-3
membawang,-5
membawat,-5
membayankan,-4
membeber,-4
membeda-bedakan,-3
membegal,-5
membekam,-4
membekap,-3
membekas,-3
membelai,-4
membelot,-5
membembam,-4
membencanai,-4
membenci,-5
membendung,-3
membentak,-5
membentur,-3
memberangsangkan,-4
memberantas,-5
memberhentikan,-5
membesar,-2
membeset,-4
membeslah,-4
membiak,-3
membiarkan,-3
membidikkan,-2
membinasakan,-5
memble,-3
membobol,-5
membocorkan,-4
membohong,-4
membohongi,-3
membolos,-3
membonceng,-3
membongkar,-4
membopong,-3
membosankan,-3
membual,-4
membuang,-4
membuang nyawa,-5
membuktikan,-4
membukukan,-5
membuncahkan,-4
memburukkan,-5
memecah,-4
memecatkan,-5
memedi,-4
memegang,-4
memegat,-3
memejalkan,-3
memek,-5
memekik,-3
memenangi,-5
memendek,-3
memenggal lidah,-5
memergoki,-5
memeriksa,-5
memerli,-5
memerusa,-4
memetuahkan,-3
memfatwakan,-3
memfitnah,-4
memidana,-3
memihakkan,-4
memijak,-3
memikirkan,-3
memikul,-5
memilin,-5
memipihkan,-3
memojokkan,-4
memomokkan,-5
memorakporandakan,-3
memosisikan,-5
memotong,-3
memperapikan,-2
memperbandingkan,-3
memperduakan,-3
memperkacaukan,-4
memperkeruh,-4
mempermudah,-3
memperolahkan,-4
mempersakiti,-5
mempertaruhkan,-3
mempertenggangkan,-3
memuakkan,-5
memukuli,-4
memungut,-2
memupus,-5
memusnahkan,-5
memusuhi,-5
memvonis,-3
menabrak,-3
menadaburkan,-3
menafakurkan,-3
menafikan,-4
menagak,-5
menagih,-3
menahan,-5
menahankan,-2
menahun,-5
menakali,-4
menakjubi,-1
menaklukkan,-4
menakutkan,-4
menamatkan riwayatnya,-3
menambak,-5
menambus,-4
menampak,-4
menampakkan,-4
menampakkan diri,-3
menampel,-3
menampik,-4
menancap,-4
menangap,-5
menanggang,-5
menanggulangi,-5
menanggung,-2
menanggungkan,-5
menangis,-5
menangkal,-4
menangkap tangan,-5
menantang,-4
menarik napas penghabisan,-5
menaruh syak,-3
menasihatkan,-3
menata,-2
mencabarkan,-4
mencabau,-4
mencaci,-5
mencaci-maki,-5
mencagil,-4
mencagun,-3
mencair,-1
mencak,-5
mencakar,-4
mencak-mencak,-5
mencalit,-3
mencampurbaurkan,-4
mencamuk,-4
mencangkum,-3
mencaplok,-3
mencarak,-3
mencari,-3
mencatut,-3
mencebur,-5
mencecah,-3
mencecak,-3
mencederai,-4
mencegah,-5
mencegat,-3
mencekak,-4
mencekam,-4
mencekau,-2
mencekik,-4
mencekuh,-3
mencela,-5
mencelakai,-5
mencelampakkan,-3
menceluk,-3
mencemari,-4
mencemat,-5
mencemooh,-5
mencemplung,-5
mencempung,-4
menceng,-4
mencengkam,-4
mencengkau,-4
mencengkelong,-5
mencengkeram,-4
mencepung,-5
menceracau,-3
mencerat,-3
mencerca,-5
menceret,-5
mencerkau,-4
mencerup,-3
mencetak,-5
mencibir,-5
mencibirkan,-5
mencicik,-5
mencilok,-3
mencirit,-5
mencium,-3
mencium tanah,-5
menciut,-3
mencoblos,-3
mencocok,-3
mencolong,-5
mencomot,-4
menconteng,-3
mencontengkan,-3
mencopet,-5
mencoreng,-4
mencoret,-3
mencret,-4
mencuca,-5
mencucuk,-3
mencucut,-3
mencukupi,-3
mencungkil,-4
mencura,-5
mencurat,-1
mencuri,-5
mencuru,-3
mendakwa,-4
mendamprat,-4
mendangkung,-3
mendapati,-4
mendasar,-4
mendaulat,-5
mendebarkan,-4
mendedahkan,-4
mendekap,-3
mendemonstrasikan,-4
mendengu,-3
mendengung,-4
menderita,-5
mendesak,-4
mendiami,-3
mendiamkan,-3
mendidih,-3
mendidis,-4
mendindingi,-5
mendingan,-3
mendiskreditkan,-4
mendompleng,-3
mendongkolkan,-5
mendorong,-4
mendung,-3
mendungas,-3
menduri,-4
mendusta,-4
mendustai,-3
menebalkan,-3
menebat,-3
menebeng,-3
menebuk,-3
menegah,-5
menegangkan,-4
menegapkan,-3
meneguhkan,-3
meneguk,-3
menekan,-3
menekankan,-3
menelanjangi,-4
menembis,-5
menembok,-1
menempati,-3
menempel,-3
menendang,-5
menenes,-2
menenggang,-3
menengkar,-5
menengking,-5
menentang,-5
menep,-3
menepis,-3
menerbankan,-4
menerima kenyataan,-4
menerjang,-3
menerjunkan,-5
menerpa,-3
menetes,-3
mengabar,-5
mengabdi,-3
mengabsorpsi,-3
mengabulkan,-3
mengacak,-4
mengacaukan,-4
mengada,-3
mengada-ada,-4
mengadang,-3
mengadili,-4
mengaduk,-4
mengagak-agak,-3
mengalah,-2
mengalihkan,-5
mengamalkan,-4
mengambang,-5
mengamput,-3
mengandung,-3
mengandut,-3
menganeksasi,-5
menganggur,-4
mengantara,-3
mengantarai,-3
mengap,-3
mengapkir,-4
mengarah,-4
mengarau,-4
mengaret,-3
mengarik,-3
mengasuh,-2
mengata-ngatai,-5
mengaur,-3
mengawali,-3
mengawasi,-2
mengayun,-3
mengayunkan,-3
mengazab,-3
mengazabkan,-3
mengebiri,-3
mengebumikan,-3
mengecerkan,-2
mengecewakan,-3
mengedrop,-4
mengedut,-5
mengejar,-4
mengejawantah,-3
mengejek,-4
mengejikan,-3
mengejutkan,-3
mengekang,-4
mengekol,-3
mengelakkan,-4
mengelih,-4
mengelis,-3
mengelukan,-2
mengembat,-5
mengembus,-4
mengempang,-5
mengempaskan,-3
mengempis,-3
mengemu,-3
mengemukakan,-3
mengenangkan,-3
mengencang,-3
mengendur,-3
mengenjak,-3
mengentak,-3
mengerem,-2
mengeremus,-4
mengerik,-3
mengerinyau,-3
mengerkau,-4
mengernai,-4
mengerubuti,-4
mengeruh,-3
mengerut,-3
mengesak,-3
mengesampingkan,-4
mengesan,-3
mengesel,-5
mengesup,-3
mengetepikan,-4
mengetes,-3
menggabungkan,-3
menggadaikan,-3
menggaduhkan,-4
menggaet,-5
menggagalkan,-3
menggalakkan,-4
menggalakkan memanas-manasi,-3
menggali-gali,-4
menggampangkan,-3
mengganas,-4
mengganas bercabul,-4
mengganjarkan,-3
menggarangkan,-4
menggarit,-3
menggarong,-5
menggasak,-5
menggebos,-5
menggelabu,-4
menggelabur,-5
menggelapkan,-4
menggelecik,-3
menggeleng,-3
menggeletar,-4
menggeliat,-3
menggeligi,-4
menggeligis,-4
menggelingsir,-3
menggelinyau,-3
menggelisahi,-4
menggelogok,-3
menggelorakan,-4
menggelup,-4
menggema,-4
menggemaskan,-5
menggempur,-4
menggemuruh,-4
menggentarkan,-4
menggeramus,-4
menggerebek,-3
menggerenyam,-3
menggeret,-3
menggerinjam,-4
menggigih,-4
menggigil,-4
menggigis,-4
menggila,-4
menggilas,-4
menggodai,-3
menggondol,-5
menggoyahkan menggerakkan,-4
menggoyang,-3
menggoyangkan,-4
menggugat,-4
mengguguk,-5
menggulung,-4
mengguncangkan,-4
menggunting,-3
menggunung,-3
menggusari,-3
menghabisi,-4
menghabiskan,-4
menghalai-balaikan,-4
menghalang,-4
menghambat,-3
menghamuni,-5
menghancurkan,-4
menghancurluluhkan,-4
menghanguskan,-3
menghantui,-4
menghapus,-4
mengharamkan,-3
mengharap,-3
menghardik,-5
mengharubirukan,-4
mengharukan,-4
menghasut,-4
menghebat,-4
menghembalang,-3
menghempas,-4
menghempaskan,-4
mengheningkan,-3
menghentikan,-5
menghidu,-1
menghilang,-3
menghina(kan) melanyak,-5
menghinap-hinap,-3
menghindarkan,-4
menghinggapi,-3
menghinggut,-3
menghirup,-3
menghisap,-1
menghitamkan,-4
menghujat,-4
menghukumkan,-3
menghulu,-3
menghuni,-3
menghunjam,-4
mengias,-4
mengidamkan,-2
mengikhtisarkan,-3
menginapkan (jenazah),-3
mengingkari,-4
mengingsar,-3
mengingsut,-3
menginjak,-3
menginjeksi,-3
menginsinuasi,-4
menginterupsi,-5
mengirap,-3
mengirik,-3
mengirikan,-4
mengiris,-4
mengisbatkan,-3
mengisruhkan,-4
mengistimewakan,-3
mengkaji,-5
mengkhianat,-4
mengkhianati,-5
mengobarkan,-4
mengogah,-3
mengoleng,-3
mengolet,-3
mengompori,-4
mengonarkan,-4
mengonfirmasi,-4
mengonslah,-5
mengonsumsi,-4
mengonyok,-3
mengorek,-4
mengorek-ngorek,-4
mengorok,-3
mengorup,-5
mengotori,-5
mengoyak,-4
mengoyak-oyak,-4
mengoyok,-4
menguar,-3
menguatkan,-3
mengubrakan,-3
mengubur,-3
menguburkan,-3
mengucur,-3
mengudak,-4
menguit,-4
menguji,-5
mengumandang,-4
mengumbar,-3
mengumpat,-4
mengumpul,-3
mengunyah,-4
mengusai,-2
mengusap,-4
mengusir,-4
mengutil,-4
mengutuk,-5
menguyuh,-3
menidurkan,-4
menikam,-4
menikmati,-3
menilai,-4
menilap,-4
menimangkan,-3
menimang-nimang,-3
menimbang,-3
menimbang-nimbang,-3
menimpa,-3
menimpuk,-5
menindas,-5
meninggal,-4
meninggalkan,-4
meninggi,-2
meningkah,-5
meninju,-3
menipis,-3
menipu,-3
menir,-4
menista,-4
menitis,-3
menjahatkan,-4
menjalari,-3
menjambret,-5
menjamin,-5
menjapit,-4
menjarah,-4
menjarak,-3
menjaraki,-3
menjatuhkan,-4
menjauh,-3
menjauhkan,-4
menjebol,-3
menjeburkan,-5
menjejak,-4
menjejaki,-4
menjelek-jelekkan,-4
menjelma,-3
menjemukan,-3
menjenguk,-4
menjepit leher,-4
menjeramah,-4
menjerit,-3
menjerkah,-5
menjijikkan,-5
menjilat,-3
menjilat-jilat,-2
menjiplak,-3
menjodohkan,-3
menjolok,-3
menjotos,-3
menjual,-5
menjunam,-4
menodai,-5
menolak,-4
menoleransi,-3
menolok,-3
menongkrongi,-3
menonjok,-3
menonjolkan,-3
mentang,-3
mentang-mentang,-4
mentok,-5
mentolo,-2
mentransformasikan,-5
menuba,-5
menubruk,-3
menugaskan,-1
menuguri,-3
menukik,-4
menular,-4
menumang,-4
menumpang,-3
menumpas,-5
menumpuk,-3
menundukkan,-4
menunggangkan,-1
menunggu,-3
menunggui,-3
menunggunya,-2
menunjang,-3
menuntut,-3
menunukan,-4
menurun,-3
menurunkan,-5
menusuk,-4
menusuk-nusuk,-4
menutup,-3
menyabak,-5
menyabet,-5
menyabot,-3
menyabung,-3
menyabung (nyawa),-3
menyadau,-3
menyadran,-4
menyagang,-3
menyakar,-5
menyakatkan,-4
menyakiti,-5
menyakitkan,-4
menyalak,-3
menyalakan,-4
menyamakan,-3
menyaman,-4
menyampah,-4
menyampingkan,-4
menyampuk,-3
menyandingkan,-2
menyanggah,-4
menyanggupi,-5
menyangkak,-5
menyangkak hati,-4
menyantak,-3
menyantap,-4
menyapu-nyapu,-4
menyatroni,-5
menyatu,-4
menyatukan,-3
menyawar,-5
menyayat,-4
menyayat hati,-4
menyayung,-4
menyebelah,-3
menyebelahkan,-5
menyeberang,-3
menyedihkan,-4
menyedot,-3
menyegam,-4
menyeka,-4
menyekar,-4
menyela,-5
menyelak,-4
menyelakkan,-5
menyelang,-5
menyelar,-4
menyelekehi,-3
menyelentik,-4
menyelidiki,-5
menyelinap,-5
menyelir,-5
menyelubungi,-3
menyeluk,-3
menyelundupi,-3
menyeluruhi,-3
menyelusuh,-3
menyelusur,-3
menyemak,-5
menyemangati,-4
menyemangatkan,-3
menyembam,-4
menyembarangi,-5
menyembilu,-4
menyembulkan,-3
menyembunyikan,-3
menyemir,-5
menyemprot,-5
menyengat,-4
menyenggak,-5
menyenggau,-4
menyentak,-5
menyepuk,-5
menyerah,-4
menyerahkan jiwa raga,-4
menyeramkan,-4
menyerampang,-5
menyerang,-3
menyerap,-3
menyerbu,-5
menyerobot,-5
menyeruput,-3
menyesak,-4
menyesalkan,-5
menyesap,-3
menyesar,-3
menyeterui,-5
menyetor,-3
menyetrap,-3
menyetubuhi,-3
menyiar,-4
menyiasat,-3
menyiat,-4
menyibuk,-2
menyikat,-5
menyiksa,-5
menyikut,-5
menyilam,-3
menyimpang,-4
menyindir,-4
menyinggang,-4
menyingkap,-4
menyingkapkan,-4
menyingkirkan,-4
menyirapkan,-4
menyisihkan,-2
menyisikan,-4
menyita,-5
menyodok,-3
menyodorkan,-3
menyogok,-5
menyolang,-3
menyolidkan,-3
menyolot,-4
menyongsong,-2
menyorong,-3
menyorongkan,-3
menyuapi,-3
menyulam,-5
menyulut,-4
menyumpahi,-5
menyunat,-5
menyunduk,-3
menyundut,-3
menyunggit,-4
menyungguhkan,-3
menyungkit,-4
menyuntik,-3
menyunu,-2
menyurihkan percakapan,-5
menyurut,-3
menyusup,-3
menyusut,-2
meraban,-4
meracik,-4
meradang,-4
meragu,-4
meragukan,-3
merajalela,-4
merajam,-5
meralip,-5
merambak,-3
merampang,-4
merampas,-4
merampok,-5
merampus,-5
merana,-4
merancukan,-4
merandu,-4
meranggah,-3
merangkak,-3
merangkam,-4
merangkup,-3
merangkus,-4
merangsang,-4
meranyah,-5
merapatkan,-3
merapunkan,-4
merasi,-3
merasuk hati,-3
meraut,-3
merayah,-5
merayap,-3
merayapi,-3
merayau,-4
merdesa,-5
merebahkan,-3
merebak,-3
merebut,-3
merecok,-4
meredik,-5
meredup,-3
merefleksikan,-3
merejeng,-3
mereken,-3
meremang,-3
merembes,-3
merembet,-4
meremukkan,-4
merencah,-4
merentak,-3
merentang-rentang,-5
merenungi,-3
merenyam,-3
